,Representation,Count
215,"['typing', 'keyboard', 'keyboards', 'tools', 'software', 'tool', 'type', 'ibm', 'datahand', 'braille']",11
216,"['plots', 'gnuplot', 'plotting', 'graphics', 'charts', 'diagrams', 'drawing', 'plplot', 'graphs', 'graph']",11
217,"['congregations', 'church', 'churches', 'congregation', 'denominations', 'ministries', 'discipleship', 'evangelism', 'pastor', 'protestant']",11
218,"['quicktime', 'quicktimes', '30fps', 'fps', 'compactvideo', 'performance', 'frames', 'playback', 'movieplayer', 'speeds']",11
219,"['eternality', 'reincarnation', 'bible', 'passage', 'judgment', 'doctrine', 'judgement', 'mankind', 'christs', 'sins']",11
220,"['guilt', 'christianity', 'christians', 'doctrines', 'committing', 'regret', 'jesus', 'selfish', 'christ', 'bible']",10
221,"['grips', 'heated', 'warm', 'heating', 'gloves', 'handgrips', 'temperature', 'vibration', 'bikes', 'vibrate']",10
222,"['investment', 'profitable', 'fiscal', 'capitalism', 'profit', 'expense', 'capitalist', 'commodities', 'lucrative', 'taxpayers']",10
223,"['motherboard', 'bios', 'qic36', 'board', 'controller', 'switch', 'pins', 'switches', 'turbo', 'm2322k']",10
224,"['religions', 'crusades', 'atheism', 'religion', 'persecution', 'religious', 'protestants', 'apologetics', 'catholics', 'wars']",10
225,"['pixels', 'pixel', '8bits', 'computerimage', 'graphics', '256', '48bit', 'colors', 'buffers', 'bits']",10
226,"['toshiba', 'cd300', 'cdu541', 'cds', 'cdt3401', 'cdtechnology', 'cdr74', 'cdtechnologytoshiba', 'drives', 'cdrom']",10
